Código del organismo;Nombre del organismo;Año informado;Trimestre informado;Total y Rango etario;Nº Mujeres;% Mujeres;Nº Hombres;% Hombres;Total
PP022;Partido Radical de Chile;2017;Abr - Jun;Total Militantes;53.440;51,4;50.683;48,6;104.123
PP022;Partido Radical de Chile;2017;Abr - Jun;14 a 17 años;0;0;0;0;0
PP022;Partido Radical de Chile;2017;Abr - Jun;18 a 19 años;310;0,3;346;0,3;656
PP022;Partido Radical de Chile;2017;Abr - Jun;20 a 24 años;990;1;1.522;1,5;2.512
PP022;Partido Radical de Chile;2017;Abr - Jun;25 a 29 años;1.314;1,3;1.789;1,7;3.103
PP022;Partido Radical de Chile;2017;Abr - Jun;30 a 34 años;1.533;1,5;1.954;1,9;3.487
PP022;Partido Radical de Chile;2017;Abr - Jun;35 a 39 años;1.879;1,8;2.107;2;3.986
PP022;Partido Radical de Chile;2017;Abr - Jun;40 a 44 años;2.467;2,4;2.638;2,5;5.105
PP022;Partido Radical de Chile;2017;Abr - Jun;45 a 49 años;5.968;5,7;5.537;5,3;11.505
PP022;Partido Radical de Chile;2017;Abr - Jun;50 a 54 años;8.369;8;7.368;7,1;15.737
PP022;Partido Radical de Chile;2017;Abr - Jun;55 a 59 años;7.799;7,5;6.798;6,5;14.597
PP022;Partido Radical de Chile;2017;Abr - Jun;60 a 64 años;6.319;6,1;5.455;5,2;11.774
PP022;Partido Radical de Chile;2017;Abr - Jun;65 a 69 años;5.174;5;4.792;4,6;9.966
PP022;Partido Radical de Chile;2017;Abr - Jun;70 a 74 años;4.186;4;3.863;3,7;8.049
PP022;Partido Radical de Chile;2017;Abr - Jun;75 a 79 años;2.961;2,8;2.877;2,8;5.838
PP022;Partido Radical de Chile;2017;Abr - Jun;80 o más años;4.171;4;3.637;3,5;7.808
PP022;Partido Radical de Chile;2018;Abr - Jun;Total Militantes;52.540;52;48.482;48;101.022
PP022;Partido Radical de Chile;2018;Abr - Jun;14 a 17 años;0;0;0;0;0
PP022;Partido Radical de Chile;2018;Abr - Jun;18 a 19 años;129;0,13;110;0,11;239
PP022;Partido Radical de Chile;2018;Abr - Jun;20 a 24 años;1226;1,2;1.189;1,2;2.415
PP022;Partido Radical de Chile;2018;Abr - Jun;25 a 29 años;1.574;1,6;1.451;1,4;3.025
PP022;Partido Radical de Chile;2018;Abr - Jun;30 a 34 años;1.740;1,7;1.606;1,6;3.346
PP022;Partido Radical de Chile;2018;Abr - Jun;35 a 39 años;1.907;1,9;1.911;1,9;3.818
PP022;Partido Radical de Chile;2018;Abr - Jun;40 a 44 años;2.213;2,2;2.273;2,3;4.486
PP022;Partido Radical de Chile;2018;Abr - Jun;45 a 49 años;4.607;4,6;4.436;4,4;9.043
PP022;Partido Radical de Chile;2018;Abr - Jun;50 a 54 años;8.024;7,9;7.173;7,1;15.197
PP022;Partido Radical de Chile;2018;Abr - Jun;55 a 59 años;7.673;7,6;6.850;6,8;14.523
PP022;Partido Radical de Chile;2018;Abr - Jun;60 a 64 años;6.525;6,5;5.546;5,5;12.071
PP022;Partido Radical de Chile;2018;Abr - Jun;65 a 69 años;5.083;5;4.805;4,8;9.888
PP022;Partido Radical de Chile;2018;Abr - Jun;70 a 74 años;4.252;4,2;4.073;4;8.325
PP022;Partido Radical de Chile;2018;Abr - Jun;75 a 79 años;3.115;3,1;3.042;3;6.157
PP022;Partido Radical de Chile;2018;Abr - Jun;80 o más años;4.472;4,4;4.017;4;8.489
PP022;Partido Radical de Chile;2018;Jul-Sep;Total Militantes;51.731;52,20%;47.343;47,80%;99.075
PP022;Partido Radical de Chile;2018;Jul-Sep;14-17 años;0;0;0;0;0
PP022;Partido Radical de Chile;2018;Jul-Sep;18-19 años;59;55,10%;48;44,90%;107
PP022;Partido Radical de Chile;2018;Jul-Sep;20-24 años;1.184;50,80%;1.146;49,20%;2.330
PP022;Partido Radical de Chile;2018;Jul-Sep;25-29 años;1.546;52%;1.429;48%;2.975
PP022;Partido Radical de Chile;2018;Jul-Sep;30-34 años;1.715;52%;1.580;48%;3.295
PP022;Partido Radical de Chile;2018;Jul-Sep;35-39 años;1.904;50,70%;1.854;49,30%;3.758
PP022;Partido Radical de Chile;2018;Jul-Sep;40-44 años;2.160;49,90%;2.166;50,10%;4.326
PP022;Partido Radical de Chile;2018;Jul-Sep;45-49 años;4.146;50%;4.146;50%;8.292
PP022;Partido Radical de Chile;2018;Jul-Sep;50-54 años;7.982;53,20%;7.011;46,80%;14.993
PP022;Partido Radical de Chile;2018;Jul-Sep;55-59 años;7.721;52%;6.864;48%;14.858
PP022;Partido Radical de Chile;2018;Jul-Sep;60-64 años;6.550;54,10%;5.566;45,90%;12.116
PP022;Partido Radical de Chile;2018;Jul-Sep;65-69 años;5.141;51,70%;4.803;48,30%;9.944
PP022;Partido Radical de Chile;2018;Jul-Sep;70-74 años;4.235;51,50%;3.982;48,50%;8.217
PP022;Partido Radical de Chile;2018;Jul-Sep;75-79 años;3.120;51%;2.997;49%;6.117
PP022;Partido Radical de Chile;2018;Jul-Sep;80 o más años;4.255;53,20%;3.739;46,80%;7.994
PP022;Partido Radical de Chile;2017;Jul - Sep;Total Militantes;52.484;51,9;48.596;48,1;101.080
PP022;Partido Radical de Chile;2017;Jul - Sep;14 a 17 años;0;0;0;0;0
PP022;Partido Radical de Chile;2017;Jul - Sep;18 a 19 años;234;0,2;207;0,2;441
PP022;Partido Radical de Chile;2017;Jul - Sep;20 a 24 años;1.216;1,2;1.169;1,2;2.385
PP022;Partido Radical de Chile;2017;Jul - Sep;25 a 29 años;1.537;1,5;1.458;1,4;2.995
PP022;Partido Radical de Chile;2017;Jul - Sep;30 a 34 años;1.745;1,7;1.651;1,6;3.396
PP022;Partido Radical de Chile;2017;Jul - Sep;35 a 39 años;1.899;1,9;1.977;2;3.876
PP022;Partido Radical de Chile;2017;Jul - Sep;40 a 44 años;2.343;2,3;2.424;2,4;4.767
PP022;Partido Radical de Chile;2017;Jul - Sep;45 a 49 años;5.321;5,3;4.992;4,9;10.313
PP022;Partido Radical de Chile;2017;Jul - Sep;50 a 54 años;8.085;8;7.214;7,1;15.299
PP022;Partido Radical de Chile;2017;Jul - Sep;55 a 59 años;7.574;7,5;6.751;6,7;14.325
PP022;Partido Radical de Chile;2017;Jul - Sep;60 a 64 años;6.374;6,3;5.483;5,4;11.857
PP022;Partido Radical de Chile;2017;Jul - Sep;65 a 69 años;4.911;4,9;4.736;4,7;9.647
PP022;Partido Radical de Chile;2017;Jul - Sep;70 a 74 años;4.101;4,1;3.908;3,9;8.009
PP022;Partido Radical de Chile;2017;Jul - Sep;75 a 79 años;2.975;2,9;2.925;2,9;5.900
PP022;Partido Radical de Chile;2017;Jul - Sep;80 o más años;4.169;4,1;3.701;3,7;7.870
PP022;Partido Radical de Chile;2018;Oct-Dic;Total Militantes;51.930;52,30%;47.440;47,70%;99.370
PP022;Partido Radical de Chile;2018;Oct-Dic;14-17 años;0;0;0;0;0
PP022;Partido Radical de Chile;2018;Oct-Dic;18-19 años;80;53,70%;69;46,30%;149
PP022;Partido Radical de Chile;2018;Oct-Dic;20-24 años;1.226;50,40%;1.206;49,60%;2.432
PP022;Partido Radical de Chile;2018;Oct-Dic;25-29 años;1.592;52%;1.474;48%;3.066
PP022;Partido Radical de Chile;2018;Oct-Dic;30-34 años;1.768;52%;1.604;48%;3.372
PP022;Partido Radical de Chile;2018;Oct-Dic;35-39 años;1.943;50,70%;1.890;49,30%;3.833
PP022;Partido Radical de Chile;2018;Oct-Dic;40-44 años;2.184;49,80%;2.199;50,20%;4.383
PP022;Partido Radical de Chile;2018;Oct-Dic;45-49 años;4.174;50%;4.161;50%;8.335
PP022;Partido Radical de Chile;2018;Oct-Dic;50-54 años;7.993;53,30%;7.011;46,70%;15.004
PP022;Partido Radical de Chile;2018;Oct-Dic;55-59 años;7.745;53%;6.872;47%;14.617
PP022;Partido Radical de Chile;2018;Oct-Dic;60-64 años;6.574;54,00%;5.599;46,00%;12.173
PP022;Partido Radical de Chile;2018;Oct-Dic;65-69 años;5.148;51,80%;4.792;48,20%;9.940
PP022;Partido Radical de Chile;2018;Oct-Dic;70-74 años;4.221;51,60%;3.959;48,40%;8.180
PP022;Partido Radical de Chile;2018;Oct-Dic;75-79 años;3.102;51%;2.974;49%;6.076
PP022;Partido Radical de Chile;2018;Oct-Dic;80 o más años;4.167;53,30%;3.658;46,70%;7.825
PP022;Partido Radical de Chile;2017;Oct - Dic;Total Militantes;52.144;52;48.323;48;100.467
PP022;Partido Radical de Chile;2017;Oct - Dic;14 a 17 años;0;0;0;0;0
PP022;Partido Radical de Chile;2017;Oct - Dic;18 a 19 años;47;0,05;37;0,04;84
PP022;Partido Radical de Chile;2017;Oct - Dic;20 a 24 años;1097;1,1;1.081;1,1;2.178
PP022;Partido Radical de Chile;2017;Oct - Dic;25 a 29 años;1.467;1,5;1.379;1,4;2.846
PP022;Partido Radical de Chile;2017;Oct - Dic;30 a 34 años;1.676;1,7;1.606;1,6;3.282
PP022;Partido Radical de Chile;2017;Oct - Dic;35 a 39 años;1.896;1,9;1.868;1,9;3.764
PP022;Partido Radical de Chile;2017;Oct - Dic;40 a 44 años;2.185;2,2;2.218;2,2;4.403
PP022;Partido Radical de Chile;2017;Oct - Dic;45 a 49 años;4.176;4,2;4.205;4,2;8.381
PP022;Partido Radical de Chile;2017;Oct - Dic;50 a 54 años;7.977;7,9;7.069;7;15.046
PP022;Partido Radical de Chile;2017;Oct - Dic;55 a 59 años;7.760;7,7;6.933;6,9;14.693
PP022;Partido Radical de Chile;2017;Oct - Dic;60 a 64 años;6.567;6,5;5.624;5,6;12.191
PP022;Partido Radical de Chile;2017;Oct - Dic;65 a 69 años;5.183;5,2;4.884;4,9;10.067
PP022;Partido Radical de Chile;2017;Oct - Dic;70 a 74 años;4.286;4,3;4.100;4,1;8.386
PP022;Partido Radical de Chile;2017;Oct - Dic;75 a 79 años;3.198;3,2;3.129;3,1;6.327
PP022;Partido Radical de Chile;2017;Oct - Dic;80 o más años;4.629;4,6;4.190;4,2;8.819
PP025;Partido Socialista de Chile PS;2019;abr - jun;14 a 17 años;206;43,28;270;56,72;476
PP025;Partido Socialista de Chile PS;2019;abr - jun;18 a 19 años;97;50,26;96;49,74;193
PP025;Partido Socialista de Chile PS;2019;abr - jun;20 a 24 años;1701;52,26;1.554;47,74;3.255
PP025;Partido Socialista de Chile PS;2019;abr - jun;25 a 29 años;2855;51,82;2.654;48,18;5.509
PP025;Partido Socialista de Chile PS;2019;abr - jun;30 a 34 años;3398;53,76;2.923;46,24;6.321
PP025;Partido Socialista de Chile PS;2019;abr - jun;35 a 39 años;3611;51,91;3.345;48,09;6.956
PP025;Partido Socialista de Chile PS;2019;abr - jun;40 a 44 años;4129;51,29;3.922;48,71;8.051
PP025;Partido Socialista de Chile PS;2019;abr - jun;45 a 49 años;6877;49,45;7.031;50,55;13.908
PP025;Partido Socialista de Chile PS;2019;abr - jun;50 a 54 años;8806;48,88;9.209;51,12;18.015
PP025;Partido Socialista de Chile PS;2019;abr - jun;55 a 59 años;8504;48,22;9.131;51,78;17.635
PP025;Partido Socialista de Chile PS;2019;abr - jun;60 a 64 años;6763;47,82;7.380;52,18;14.143
PP025;Partido Socialista de Chile PS;2019;abr - jun;65 a 69 años;5362;45,84;6.335;54,16;11.697
PP025;Partido Socialista de Chile PS;2019;abr - jun;70 a 74 años;4118;42,39;5.596;57,61;9.714
PP025;Partido Socialista de Chile PS;2019;abr - jun;75 a 79 años;2813;42,19;3.854;57,81;6.667
PP025;Partido Socialista de Chile PS;2019;abr - jun;80 y más años;3216;46,11;3.758;53,89;6.974
PP025;Partido Socialista de Chile PS;2019;abr - jun;Total;62456;48,22;67.058;51,78;129.514
PP025;Partido Socialista de Chile PS;2018;Oct - Dic;Total Militantes;59200;47,64;65054;52,36;124254
PP025;Partido Socialista de Chile PS;2018;Oct - Dic;14 a 17 años;263;56,56;202;43,44;465
PP025;Partido Socialista de Chile PS;2018;Oct - Dic;18 a 19 años;139;44,41;137;43,77;313
PP025;Partido Socialista de Chile PS;2018;Oct - Dic;20 a 24 años;1721;51,34;1606;47,91;3352
PP025;Partido Socialista de Chile PS;2018;Oct - Dic;25 a 29 años;2592;50,70;2490;48,71;5112
PP025;Partido Socialista de Chile PS;2018;Oct - Dic;30 a 34 años;3084;54,26;2610;45,92;5684
PP025;Partido Socialista de Chile PS;2018;Oct - Dic;35 a 39 años;3450;51,52;3236;48,32;6697
PP025;Partido Socialista de Chile PS;2018;Oct - Dic;40 a 44 años;4402;49,93;4302;48,80;8816
PP025;Partido Socialista de Chile PS;2018;Oct - Dic;45 a 49 años;7164;48,45;7538;50,98;14786
PP025;Partido Socialista de Chile PS;2018;Oct - Dic;50 a 54 años;8691;48,44;9244;51,53;17940
PP025;Partido Socialista de Chile PS;2018;Oct - Dic;55 a 59 años;7868;47,91;8592;52,32;16422
PP025;Partido Socialista de Chile PS;2018;Oct - Dic;60 a 64 años;6255;47,18;7044;53,13;13259
PP025;Partido Socialista de Chile PS;2018;Oct - Dic;65 a 69 años;4490;40,12;6206;55,46;11191
PP025;Partido Socialista de Chile PS;2018;Oct - Dic;70 a 74 años;3745;41,93;5209;58,32;8932
PP025;Partido Socialista de Chile PS;2018;Oct - Dic;75 a 79 años;2507;42,74;3403;58,01;5866
PP025;Partido Socialista de Chile PS;2018;Oct - Dic;80 a más años;2829;46,99;3235;53,74;6020
PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Total Militantes;52596;52,47;47649;47,53;100245
PP025;Partido Socialista de Chile PS;2017;Oct - Dic;14 a 17 años;278;48,43;296;51,57;574
PP025;Partido Socialista de Chile PS;2017;Oct - Dic;18 a 19 años;25;49,02;26;50,98;51
PP025;Partido Socialista de Chile PS;2017;Oct - Dic;20 a 24 años;1210;48,23;1299;51,77;2509
PP025;Partido Socialista de Chile PS;2017;Oct - Dic;25 a 29 años;1885;48,3;2018;51,7;3903
PP025;Partido Socialista de Chile PS;2017;Oct - Dic;30 a 34 años;2092;46,37;2420;53,63;4512
PP025;Partido Socialista de Chile PS;2017;Oct - Dic;35 a 39 años;2597;48,65;2741;51,35;5338
PP025;Partido Socialista de Chile PS;2017;Oct - Dic;40 a 44 años;3467;50,01;3466;49,99;6933
PP025;Partido Socialista de Chile PS;2017;Oct - Dic;45 a 49 años;6181;51,73;5768;48,27;11949
PP025;Partido Socialista de Chile PS;2017;Oct - Dic;50 a 54 años;7475;51,86;6940;48,14;14415
PP025;Partido Socialista de Chile PS;2017;Oct - Dic;55 a 59 años;6802;52,33;6196;47,67;12998
PP025;Partido Socialista de Chile PS;2017;Oct - Dic;60 a 64 años;5665;53,11;5001;46,89;10666
PP025;Partido Socialista de Chile PS;2017;Oct - Dic;65 a 69 años;4967;55,63;3962;44,37;8929
PP025;Partido Socialista de Chile PS;2017;Oct - Dic;70 a 74 años;4217;58,81;2953;41,19;7170
PP025;Partido Socialista de Chile PS;2017;Oct - Dic;75 a 79 años;2823;58,28;2021;41,72;4844
PP025;Partido Socialista de Chile PS;2017;Oct - Dic;80 a más años;3190;52,92;2838;47,08;6028
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Total Militantes;55.519;46,8;63.178;53,2;118.697
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;14 a 17 años;281;48,4;299;51,6;580
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;18 a 19 años;66;44;84;56;150
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;20 a 24 años;1.346;49;1.399;51;2.745
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;25 a 29 años;2.169;51;2.083;49;4.252
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;30 a 34 años;2.618;51,9;2.426;48,1;5.044
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;35 a 39 años;3.078;50,5;3.013;49,5;6.091
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;40 a 44 años;5.130;48,7;5.400;51,3;10.530
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;45 a 49 años;7.824;48,2;8.409;51,8;16.233
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;50 a 54 años;8.381;47,5;9.248;52,5;17.629
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;55 a 59 años;7.019;47,2;7.851;52,8;14.870
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;60 a 64 años;5.673;45,4;6.825;54,6;12.498
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;65 a 69 años;4.452;42,7;5.984;57,3;10.436
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;70 a 74 años;3.211;40,5;4.713;59,5;7.924
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;75 a 79 años;2.104;41,3;2.986;58,7;5.090
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;80 a más años;2.516;46,8;2.861;53,2;5.377
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;Total Militantes;62.351;59,22;42.944;40,78;105.295
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;14 a 17 a?os;0;0,00;0;0,00;0
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;18 a 19 a?os;90;0,14;94;0,22;0
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;20 a 24 a?os;1521;2,44;1424;3,32;0
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;25 a 29 a?os;1912;3,07;1763;4,11;0
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;30 a 34 a?os;1948;3,12;1904;4,43;0
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;35 a 39 a?os;2378;3,81;2332;5,43;0
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;40 a 44 a?os;2530;4,06;2587;6,02;0
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;45 a 49 a?os;4763;7,64;4169;9,71;0
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;50 a 54 a?os;8339;13,37;5879;13,69;0
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;55 a 59 a?os;8826;14,16;5615;13,08;0
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;60 a 64 a?os;8111;13,01;5158;12,01;0
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;65 a 69 a?os;6779;10,87;4200;9,78;0
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;70 a 74 a?os;5603;8,99;3192;7,43;0
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;75 a 79 a?os;4207;6,75;2221;5,17;0
PP026;Partido Unión Demócrata Independiente - UDI;2018;Oct - Dic;80 o más a?os;5344;8,57;2406;5,60;0
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;Total Militantes;62170;59,22;42808;40,77;104978
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;14 a 17 años;0;0;0;0;0
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;18 a 19 años;44;50;44;50;88
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;20 a 24 años;1475;51,41;1394;48,58;2869
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;25 a 29 años;1882;52,04;1734;47,95;3616
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;30 a 34 años;1970;50,53;1928;49,46;3898
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;35 a 39 años;2338;50,25;2314;49,74;4652
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;40 a 44 años;2496;49,46;2550;50,53;5046
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;45 a 49 años;4553;53,1;4020;46,89;8573
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;50 a 54 años;8302;58,59;5866;41,4;14168
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;55 a 59 años;8828;60,97;5649;39,02;14477
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;60 a 64 años;8199;61,31;5174;38,68;13373
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;65 a 69 años;6792;61,7;4215;38,29;11007
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;70 a 74 años;5604;63,41;3233;36,58;8837
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;75 a 79 años;4261;65,65;2229;34,34;6490
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;80 o más años;5426;68,82;2458;31,17;7884
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;Total Militantes;61349;59,34;42043;40,66;103392
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;14 a 17 años;0;0;0;0;0
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;18 a 19 años;164;0,16;161;0,16;325
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;20 a 24 años;1460;1,41;1367;1,32;2827
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;25 a 29 años;1784;1,73;1633;1,58;3417
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;30 a 34 años;1790;1,73;1808;1,75;3598
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;35 a 39 años;2252;2,18;2202;2,13;4454
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;40 a 44 años;2510;2,43;2571;2,49;5081
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;45 a 49 años;5094;4,93;4268;4,13;9362
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;50 a 54 años;8312;8,04;5811;5,62;14123
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;55 a 59 años;8737;8,45;5584;5,4;14321
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;60 a 64 años;7971;7,71;5044;4,88;13015
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;65 a 69 años;6587;6,37;4046;3,91;10633
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;70 a 74 años;5426;5,25;3084;2,98;8510
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;75 a 79 años;4083;3,95;2147;2,08;6230
PP026;Partido Unión Demócrata Independiente - UDI;2019;Abr - Jun;80 o más años;5179;5,01;2317;2,24;7496
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;Total Militantes;62400;59,32;42934;40,64;105334
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;18-19;162;52,25;148;47,74;310
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;20-24;1536;51,45;1449;48,54;2985
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;25-29;1922;52,04;1771;47,95;3693
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;30-34;1933;51,9;1907;49,66;3840
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;35-39;2387;50,75;2316;49,24;4703
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;40-44;2586;49,62;2625;50,37;5211
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;45-49;4990;53,8;4284;46,19;9274
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;50-54;8381;58,76;5882;41,23;14263
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;55-59;8792;61,04;5611;38,95;14403
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;60-64;8097;61,24;5124;38,75;13221
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;65-69;6670;61,74;4133;38,25;10803
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;70-74;5546;63,8;3146;36,19;8692
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;75-79;4137;65,46;2182;34,53;6319
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;80 o mas años;5261;69,06;2356;30,93;7617
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;Total Militantes;61141;59,32;41869;40,64;103010
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;14 a 17 años;0;0;0;0;0
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;18 a 19 años;167;50,3;165;49,69;332
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;20 a 24 años;1454;51,45;1372;48,54;2826
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;25 a 29 años;1746;52,35;1589;47,64;3335
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;30 a 34 años;1765;49,85;1775;50,14;3540
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;35 a 39 años;2225;50,54;2177;49,45;4402
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;40 a 44 años;2498;49,61;2537;50,38;5035
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;45 a 49 años;5152;54,36;4324;45,63;9476
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;50 a 54 años;8283;58,77;5809;41,22;14092
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;55 a 59 años;8714;61,04;5560;38,95;14274
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abr - Jun;60 a 64 años;7971;61,35;5021;38,64;12992
