idcaso;IDInstitucion,;Institucion
6834;bd583745-a109-e211-b576-00155d01e500;"FONDO NACIONAL DE SALUD"
6835;af583745-a109-e211-b576-00155d01e500;"INSTITUTO DE SEGURIDAD LABORAL (ISL)"
6836;2f5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE HUECHURABA"
6837;29593745-a109-e211-b576-00155d01e500;"SERVICIO DE VIVIENDA Y URBANIZACIÓN DE LA REGIÓN DE LA ARAUCANÍA"
6837;91573745-a109-e211-b576-00155d01e500;"MINISTERIO DE VIVIENDA Y URBANISMO"
6838;575b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUINTA NORMAL"
6839;89573745-a109-e211-b576-00155d01e500;"MINISTERIO DE BIENES NACIONALES"
6840;cb5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TEMUCO"
6841;ef5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PARRAL"
6842;89573745-a109-e211-b576-00155d01e500;"MINISTERIO DE BIENES NACIONALES"
6843;85573745-a109-e211-b576-00155d01e500;"MINISTERIO DE OBRAS PÚBLICAS"
6844;ad583745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO"
6845;255e3745-a109-e211-b576-00155d01e500;"SEREMI DE VIVIENDA Y URBANISMO REGIÓN METROPOLITANA DE SANTIAGO"
6846;ed5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DE VALPARAÍSO"
6847;6d593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ARICA"
6848;5d593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ALTO HOSPICIO"
6849;67593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ANTOFAGASTA"
6850;67593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ANTOFAGASTA"
6851;d95b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TOCOPILLA"
6852;c95b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TALTAL"
6853;d95b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TOCOPILLA"
6854;db593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE COPIAPÓ"
6855;835a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LOS ANDES"
6856;bf5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SANTO DOMINGO"
6857;cc69ff05-d0b8-e211-b120-00155d01e500;"SUPERINTENDENCIA DE EDUCACIÓN"
6858;835a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LOS ANDES"
6859;915b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN FELIPE"
6860;eb5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PAPUDO"
6861;515b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUILPUÉ"
6862;835a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LOS ANDES"
6863;75593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CABILDO"
6864;715b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE RÍO BUENO"
6865;935b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN FERNANDO"
6866;695b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE RENGO"
6867;b95a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE NANCAGUA"
6868;b75b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SANTA CRUZ"
6869;935b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN FERNANDO"
6870;0b5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PICHIDEGUA"
6871;6b5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LINARES"
6872;6b5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LINARES"
6873;af5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE MOLINA"
6874;6b5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LINARES"
6875;f75b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VILLA ALEGRE"
6876;6b5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LINARES"
6877;6b5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LINARES"
6878;8b5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN CLEMENTE"
6879;af5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE MOLINA"
6880;a55a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE MAULE"
6881;7d5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LONGAVÍ"
6882;6b5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LINARES"
6883;6b5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LINARES"
6884;9f593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CHANCO"
6885;455b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUEMCHI"
6886;df593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CORONEL"
6887;6b593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ARAUCO"
6888;b5593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE COBQUECURA"
6889;c35a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE NINHUE"
6890;a35b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN NICOLÁS"
6891;4d5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUILLÓN"
6892;655a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LEBU"
6893;e75b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TUCAPEL"
6894;a5593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CHIGUAYANTE"
6895;df593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CORONEL"
6896;5b5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUIRIHUE"
6897;e75a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PANGUIPULLI"
6898;7f5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LONQUIMAY"
6899;61583745-a109-e211-b576-00155d01e500;"DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL"
6900;7f5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PUERTO SAAVEDRA"
6901;7f5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PUERTO SAAVEDRA"
6902;e5593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CURACAUTÍN"
6903;cb593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE COLLIPULLI"
6904;ab5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE MELIPEUCO"
6905;6f5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LLANQUIHUE"
6906;eb573745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE ADUANAS"
6907;b3583745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE PENSIONES"
6908;ed5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VALPARAÍSO"
6909;a55a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE MAULE"
6910;8f5f3745-a109-e211-b576-00155d01e500;"CORPORACIÓN MUNICIPAL DE ANCUD"
6911;295b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PUERTO MONTT"
6912;ff5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VITACURA"
6913;cb5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ÑUÑOA"
6914;cb5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ÑUÑOA"
6915;1f5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PROVIDENCIA"
6916;cb5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ÑUÑOA"
6917;e15a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PAINE"
6918;cb5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ÑUÑOA"
6919;495b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUILICURA"
6920;e15a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PAINE"
6921;cb5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ÑUÑOA"
6922;3d5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LA CISTERNA"
6923;d95a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PADRE HURTADO"
6924;cb5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ÑUÑOA"
6925;c9593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE COLINA"
6926;9d5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN JOSÉ DE MAIPO"
6927;77573745-a109-e211-b576-00155d01e500;"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA"
6928;275e3745-a109-e211-b576-00155d01e500;"SEREMI DE VIVIENDA Y URBANISMO REGIÓN DEL LIBERTADOR BERNARDO O'HIGGINS"
6929;755c3745-a109-e211-b576-00155d01e500;"GOBIERNO REGIONAL REGIÓN DEL BÍO BÍO"
6930;eb573745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE ADUANAS"
6931;635b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE RECOLETA"
6932;87573745-a109-e211-b576-00155d01e500;"MINISTERIO DE AGRICULTURA"
6932;9d583745-a109-e211-b576-00155d01e500;"CENTRO DE INFORMACIÓN DE RECURSOS NATURALES (CIREN)"
6933;8b583745-a109-e211-b576-00155d01e500;"OFICINA DE ESTUDIOS Y POLÍTICAS AGRARIAS (ODEPA)"
6934;cb573745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE PESCA Y ACUICULTURA (SERNAPESCA)"
6935;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
6936;e7573745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE BANCOS E INSTITUCIONES FINANCIERAS"
6937;675a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LICANTÉN"
6938;51583745-a109-e211-b576-00155d01e500;"ARMADA DE CHILE"
6939;7f5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PUERTO SAAVEDRA"
6940;1f5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PROVIDENCIA"
6941;67593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ANTOFAGASTA"
6942;8d573745-a109-e211-b576-00155d01e500;"MINISTERIO DE SALUD"
6943;2f583745-a109-e211-b576-00155d01e500;"GENDARMERÍA DE CHILE"
6944;7f5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PUERTO SAAVEDRA"
6945;af5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE MOLINA"
6946;d3603745-a109-e211-b576-00155d01e500;"INSPECCIÓN PROVINCIAL DEL TRABAJO DE VALPARAÍSO"
6947;ed5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VALPARAÍSO"
6948;ed5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DE VALPARAÍSO"
6949;79583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE VIALIDAD DEL MINISTERIO DE OBRAS PÚBLICAS"
6950;5b5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LAMPA"
6951;5b5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LAMPA"
6952;055b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PETORCA"
6953;5b5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LAMPA"
6954;5b5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LAMPA"
6955;155c3745-a109-e211-b576-00155d01e500;"CORPORACIÓN NACIONAL DEL COBRE DE CHILE (CODELCO)"
6956;ef5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN METROPOLITANA DE SANTIAGO"
6957;d9573745-a109-e211-b576-00155d01e500;"INSTITUTO NACIONAL DE PROPIEDAD INDUSTRIAL (INAPI)"
6958;39583745-a109-e211-b576-00155d01e500;"SERVICIO DE REGISTRO CIVIL E IDENTIFICACIÓN"
6959;ef613745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL PARA LA PREVENCIÓN Y REHABILITACIÓN DEL CONSUMO DE DROGAS Y ALCOHOL (SENDA)"
6960;77583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE OBRAS HIDRÁULICAS DEL MINISTERIO DE OBRAS PÚBLICAS"
6961;7f593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LA CALERA"
6962;b1573745-a109-e211-b576-00155d01e500;"SERVICIO ELECTORAL"
6963;c1573745-a109-e211-b576-00155d01e500;"INSTITUTO ANTÁRTICO CHILENO (INACH)"
6964;55593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ALGARROBO"
6965;55593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ALGARROBO"
6966;41593745-a109-e211-b576-00155d01e500;"MINISTERIO DEL DEPORTE"
6967;7f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE EDUCACIÓN"
6968;5d5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE RANCAGUA"
6969;d5583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD VALPARAÍSO-SAN ANTONIO"
6970;b55f3745-a109-e211-b576-00155d01e500;"MINISTERIO DEL MEDIO AMBIENTE"
6971;8d573745-a109-e211-b576-00155d01e500;"MINISTERIO DE SALUD"
6972;83583745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE SERVICIOS SANITARIOS"
6973;93573745-a109-e211-b576-00155d01e500;"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES"
6974;89573745-a109-e211-b576-00155d01e500;"MINISTERIO DE BIENES NACIONALES"
6975;495b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUILICURA"
6976;21593745-a109-e211-b576-00155d01e500;"SERVICIO DE VIVIENDA Y URBANIZACIÓN DE LA REGIÓN METROPOLITANA DE SANTIAGO"
6977;e7573745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE BANCOS E INSTITUCIONES FINANCIERAS"
6978;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
6979;31583745-a109-e211-b576-00155d01e500;"SERVICIO MÉDICO LEGAL (SML)"
6980;615a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LAS CONDES"
6981;615a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LAS CONDES"
6982;77583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE OBRAS HIDRÁULICAS DEL MINISTERIO DE OBRAS PÚBLICAS"
6983;275a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE HUALPÉN"
6984;c5573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE ECONOMÍA Y EMPRESAS DE MENOR TAMAÑO"
6985;a9593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CHILLÁN"
6986;9d5f3745-a109-e211-b576-00155d01e500;"CORPORACIÓN MUNICIPAL DE VALPARAÍSO"
6987;67583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE PREVISIÓN DE CARABINEROS DE CHILE (DIPRECA)"
6988;d1573745-a109-e211-b576-00155d01e500;"CORPORACIÓN DE FOMENTO DE LA PRODUCCIÓN (CORFO)"
6988;ff573745-a109-e211-b576-00155d01e500;"COMISIÓN NACIONAL DE INVESTIGACIÓN CIENTÍFICA Y TECNOLÓGICA"
6989;b55f3745-a109-e211-b576-00155d01e500;"MINISTERIO DEL MEDIO AMBIENTE"
6990;ef573745-a109-e211-b576-00155d01e500;"CONSEJO DE DEFENSA DEL ESTADO"
6991;ed5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DE VALPARAÍSO"
6992;91603745-a109-e211-b576-00155d01e500;"CORPORACIÓN MUNICIPAL DE QUILPUÉ"
6993;83583745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE SERVICIOS SANITARIOS"
6994;575c3745-a109-e211-b576-00155d01e500;"MINISTERIO PÚBLICO"
6995;67593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ANTOFAGASTA"
6996;ab5d3745-a109-e211-b576-00155d01e500;"SEREMI DE BIENES NACIONALES REGIÓN DE ANTOFAGASTA"
6997;95573745-a109-e211-b576-00155d01e500;"MINISTERIO SECRETARÍA GENERAL DE GOBIERNO"
6998;ff573745-a109-e211-b576-00155d01e500;"COMISIÓN NACIONAL DE INVESTIGACIÓN CIENTÍFICA Y TECNOLÓGICA"
6999;ef573745-a109-e211-b576-00155d01e500;"CONSEJO DE DEFENSA DEL ESTADO"
7000;8b583745-a109-e211-b576-00155d01e500;"OFICINA DE ESTUDIOS Y POLÍTICAS AGRARIAS (ODEPA)"
7001;d95f3745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA PARA LAS FUERZAS ARMADAS"
7002;835c3745-a109-e211-b576-00155d01e500;"INTENDENCIA REGIÓN DE TARAPACÁ"
7003;51583745-a109-e211-b576-00155d01e500;"ARMADA DE CHILE"
7004;f95b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VILLA ALEMANA"
7005;275e3745-a109-e211-b576-00155d01e500;"SEREMI DE VIVIENDA Y URBANISMO REGIÓN DEL LIBERTADOR BERNARDO O'HIGGINS"
7006;0d5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PICHILEMU"
7007;b35a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE MOSTAZAL"
7008;ed5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DE VALPARAÍSO"
7009;8d573745-a109-e211-b576-00155d01e500;"MINISTERIO DE SALUD"
7010;e9573745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE CASINOS DE JUEGO"
7011;e9573745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE CASINOS DE JUEGO"
7012;03603745-a109-e211-b576-00155d01e500;"HOSPITAL BASE SAN JOSE DE OSORNO"
7013;7b573745-a109-e211-b576-00155d01e500;"MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO"
7014;c55b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TALCA"
7015;c9593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE COLINA"
7016;19613745-a109-e211-b576-00155d01e500;"INSPECCIÓN PROVINCIAL DEL TRABAJO DE MAIPO (SAN BERNARDO)"
7017;77583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE OBRAS HIDRÁULICAS DEL MINISTERIO DE OBRAS PÚBLICAS"
7018;735a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LO BARNECHEA"
7019;0d593745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE GEOLOGÍA Y MINERÍA"
7020;eb5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DE COQUIMBO"
7021;ad603745-a109-e211-b576-00155d01e500;"HOSPITAL DEL SALVADOR"
7022;dd583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD MAULE"
7023;a9593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CHILLÁN"
7024;03583745-a109-e211-b576-00155d01e500;"JUNTA NACIONAL DE JARDINES INFANTILES (JUNJI)"
7025;4b593745-a109-e211-b576-00155d01e500;"CORPORACIÓN NACIONAL DE DESARROLLO INDÍGENA"
7026;7f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE EDUCACIÓN"
7027;955f3745-a109-e211-b576-00155d01e500;"MINISTERIO DE ENERGÍA"
7028;575c3745-a109-e211-b576-00155d01e500;"MINISTERIO PÚBLICO"
7029;af5d3745-a109-e211-b576-00155d01e500;"SEREMI DE BIENES NACIONALES REGIÓN DE COQUIMBO"
7030;0d593745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE GEOLOGÍA Y MINERÍA"
7031;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
7032;e9573745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE CASINOS DE JUEGO"
7033;a5593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CHIGUAYANTE"
7034;4d603745-a109-e211-b576-00155d01e500;"HOSPITAL CLINICO SAN BORJA ARRIARÁN"
7035;4d593745-a109-e211-b576-00155d01e500;"FONDO DE SOLIDARIDAD E INVERSIÓN SOCIAL (FOSIS)"
7036;03593745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE"
7037;ed5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DE VALPARAÍSO"
7038;7f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE EDUCACIÓN"
7039;cb5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ÑUÑOA"
7040;f1583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD CHILOÉ"
7041;b5583745-a109-e211-b576-00155d01e500;"INSTITUTO DE PREVISIÓN SOCIAL (IPS)"
7042;77573745-a109-e211-b576-00155d01e500;"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA"
7043;41593745-a109-e211-b576-00155d01e500;"MINISTERIO DEL DEPORTE"
7044;91573745-a109-e211-b576-00155d01e500;"MINISTERIO DE VIVIENDA Y URBANISMO"
7045;ff5e3745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE VIALIDAD REGIÓN DE LOS RÍOS"
7046;7b5c3745-a109-e211-b576-00155d01e500;"GOBIERNO REGIONAL REGIÓN DE LOS LAGOS"
7047;db593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE COPIAPÓ"
7048;d3603745-a109-e211-b576-00155d01e500;"INSPECCIÓN PROVINCIAL DEL TRABAJO DE VALPARAÍSO"
7049;d3603745-a109-e211-b576-00155d01e500;"INSPECCIÓN PROVINCIAL DEL TRABAJO DE VALPARAÍSO"
7050;8d583745-a109-e211-b576-00155d01e500;"INSTITUTO DE DESARROLLO AGROPECUARIO (INDAP)"
7051;59593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ALTO BÍOBÍO"
7052;95573745-a109-e211-b576-00155d01e500;"MINISTERIO SECRETARÍA GENERAL DE GOBIERNO"
7053;b35a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE MOSTAZAL"
7054;fd5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DE AYSÉN"
7055;a7573745-a109-e211-b576-00155d01e500;"OTRAS INSTITUCIONES"
7056;41593745-a109-e211-b576-00155d01e500;"MINISTERIO DEL DEPORTE"
7057;d35a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE OLMUÉ"
7058;19613745-a109-e211-b576-00155d01e500;"INSPECCIÓN PROVINCIAL DEL TRABAJO DE MAIPO (SAN BERNARDO)"
7059;b75d3745-a109-e211-b576-00155d01e500;"SEREMI DE BIENES NACIONALES REGIÓN DEL MAULE"
7060;79583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE VIALIDAD DEL MINISTERIO DE OBRAS PÚBLICAS"
7061;a95f3745-a109-e211-b576-00155d01e500;"PRESIDENCIA DE LA REPÚBLICA"
7062;d3603745-a109-e211-b576-00155d01e500;"INSPECCIÓN PROVINCIAL DEL TRABAJO DE VALPARAÍSO"
7063;9d5f3745-a109-e211-b576-00155d01e500;"CORPORACIÓN MUNICIPAL DE VALPARAÍSO"
7064;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
7065;bd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SANTIAGO"
7066;e7573745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE BANCOS E INSTITUCIONES FINANCIERAS"
7067;615a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LAS CONDES"
7068;635b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE RECOLETA"
7069;a95f3745-a109-e211-b576-00155d01e500;"PRESIDENCIA DE LA REPÚBLICA"
7070;33593745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE TRANSPORTES"
7071;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
7072;fb593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE EL CARMEN"
7073;0d593745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE GEOLOGÍA Y MINERÍA"
7074;4f5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUILLOTA"
7075;19583745-a109-e211-b576-00155d01e500;"UNIVERSIDAD DE CHILE"
7076;ef573745-a109-e211-b576-00155d01e500;"CONSEJO DE DEFENSA DEL ESTADO"
7077;ef573745-a109-e211-b576-00155d01e500;"CONSEJO DE DEFENSA DEL ESTADO"
7078;bf5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SANTO DOMINGO"
7079;3d5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LA CISTERNA"
7080;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
7081;f75d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DE LA ARAUCANÍA"
7082;475c3745-a109-e211-b576-00155d01e500;"CONTRALORÍA GENERAL DE LA REPÚBLICA"
7083;4b593745-a109-e211-b576-00155d01e500;"CORPORACIÓN NACIONAL DE DESARROLLO INDÍGENA"
7084;d1593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CONCEPCIÓN"
7084;f55d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DEL BÍO BÍO"
7084;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
7085;77573745-a109-e211-b576-00155d01e500;"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA"
7086;fd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VIÑA DEL MAR"
7087;0f603745-a109-e211-b576-00155d01e500;"INSTITUTO NACIONAL ENF. RESPIRATORIAS Y CIRUGÍA TORAX"
7088;c55b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TALCA"
7089;bb5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PUERTO NATALES"
7090;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
7091;7f5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PUERTO SAAVEDRA"
7092;49593745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE LA DISCAPACIDAD"
7093;57583745-a109-e211-b576-00155d01e500;"POLICÍA DE INVESTIGACIONES DE CHILE"
7094;79583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE VIALIDAD DEL MINISTERIO DE OBRAS PÚBLICAS"
7095;33593745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE TRANSPORTES"
7096;635a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LAUTARO"
