Código del organismo;Nombre del organismo;Año Informado;Trimestre Informado;Materia;Nombre del Órgano;Tipo de Acto;Denominación del Acto;Número del Acto;Fecha del Acto;Breve descripción del objeto del Acto;Vínculo al texto íntegro
PP028;Partido Renovación Nacional (RN);2018;Oct - Dic;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;08/10/2018;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2019/01/DN-2018-10-08.pdf
PP028;Partido Renovación Nacional (RN);2018;Oct - Dic;I;Comisión Política;Sesión;Sesión ordinaria de Comisión Política;N/A;08/10/2018;Análisis político;http://transparencia.rn.cl/wp-content/uploads/2019/01/CP-2018-10-08.pdf
PP028;Partido Renovación Nacional (RN);2018;Oct - Dic;I;Comisión Política;Sesión;Sesión ordinaria de Comisión Política;N/A;22/10/2018;La Comisión Política elabora un acuerdo respecto al alza de los combustibles y presenta una propuesta al ejecutivo. ;http://transparencia.rn.cl/wp-content/uploads/2019/01/CP-2018-10-22.pdf
PP028;Partido Renovación Nacional (RN);2018;Oct - Dic;I;Comisión Política;Sesión;Sesión ordinaria de Comisión Política;N/A;05/11/2018;Análisis político;http://transparencia.rn.cl/wp-content/uploads/2019/01/CP-2018-11-05.pdf
PP028;Partido Renovación Nacional (RN);2018;Oct - Dic;I;Consejo General;Sesión;Consejo General;N/A;15/12/2018;Asume nueva Directiva, elección de Comisión Política e Integrante del Tribunal Supremo;http://transparencia.rn.cl/wp-content/uploads/2019/01/CG-2018-12-15.pdf
PP028;Partido Renovación Nacional (RN);2018;Oct - Dic;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;17/12/2018;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2019/01/DN-2018-12-17.pdf
PP029;Partido Revolución Democrática (RD);2016;Oct - Dic;I;Partido Revolución Democrática;Acta;Acuerdo electoral;1;31-08-2016;Pacto con independientes a nivel nacional para las elecciones municipales de 2016.;https://partidospublicos.cl/system/acuerdos/documentos/000/000/010/original/Certificado_integraci%C3%B3n_pacto_electoral_RD.pdf?1475454017
PP029;Partido Revolución Democrática (RD);2017;Ene - Mar;Nuevo Estatuto y Reglamento Interno de Elecciones;Consejo General;Acta;Aprobación del Nuevo Estatuto y del Reglamento Interno de Elecciones;0;27/01/2017;Aprobación del Reglamento Interno de Elecciones y del Nuevo Estatuto, previa ratificación de la militancia a través de un referéndum;https://drive.google.com/file/d/1kt6Xt4NF6ZCqhTR-xY0xwCOuTU_trRi8/view?usp=sharing
PP029;Partido Revolución Democrática (RD);2017;Abr - Jun;Pacto Primarias;Consejo General;Acta;Acuerdo electoral;1;28-04-2017;Pacto Frente Amplio para las primarias_elecciones de CORES_parlamentarias y presidenciales de 2017;https://drive.google.com/file/d/0B8ZICodDO09hTVB6d21PV2hNVlU/view
PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;Candidaturas Elecciones;Consejo Regional Antofagasta;Acta;Presentación de candidaturas;0;15-08-2017;Proponer candidaturas al Consejo General;https://drive.google.com/file/d/0B8ZICodDO09hZWduYnQ1YzB6Q2s/view?usp=sharing
PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;Candidaturas Elecciones;Consejo Regional Aysén;Acta;Presentación de candidaturas;0;16-08-2017;Proponer candidaturas al Consejo General;https://drive.google.com/file/d/0B8ZICodDO09hcDFLQlktN1Z3WDA/view?usp=sharing
PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;Candidaturas Elecciones;Consejo Regional Coquimbo;Acta;Presentación de candidaturas;0;16-08-2017;Proponer candidaturas al Consejo General;https://drive.google.com/file/d/0B8ZICodDO09heE5Ha2ZzTm91N3M/view?usp=sharing
PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;Candidaturas Elecciones;Consejo Regional RM;Acta;Presentación de candidaturas;0;17-08-2017;Proponer candidaturas al Consejo General;https://drive.google.com/file/d/0B8ZICodDO09hRl9fWGlMQ2hiSU0/view?usp=sharing
PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;Candidaturas Elecciones;Consejo General;Acta;Presentación de candidaturas;0;17-08-2017;Presentación de candidaturas;https://drive.google.com/file/d/0B8ZICodDO09hWEJ0blloMmowMm8/view?usp=sharing
PP029;Partido Revolución Democrática (RD);2017;Oct - Div;Posición 2da vuelta;Consejo General;Acta;Ratificación de Referéndum;0;29/11/2017;Ratificación del Consejo General del Resultado del Referéndum de 2da vuelta;https://drive.google.com/open?id=1EX3Xo-vIbTjlOLoc44jHKggGieIkHVhQ
PP029;Partido Revolución Democrática (RD);2018;Ene - Mar;Ratificación TS;Consejo General;Acta;Ratificación de Elección;0;09-03-2018;Ratificación de la Eleccion del Nuevo Tribunal Supremo;https://drive.google.com/file/d/1dCBbduS20PRUKNP_yK3rLeWoBC4QLkxj/view?usp=sharing
PP029;Partido Revolución Democrática (RD);2018;Abr - Jun;Aprobación Reglamentos;Consejo General;Acta;Aprobación Reglamentos;0;16/04/2018;Aprobación Reglamento de Sala y Reglamento sobre Violencia de Género;https://drive.google.com/file/d/1YHj27VI3ot7VgVqFbObPdLZvlUdEBwBX/view?usp=sharing
PP029;Partido Revolución Democrática (RD);2018;Abr - Jun;Aprobación Balance;Consejo General;Acta;Aprobación Balance;0;07/05/2018;Acta aprobación Balance General 2017;https://drive.google.com/file/d/19DLrctgH2trlDGJvcrvV4t3C8M36ZTcG/view?usp=sharing
PP029;Partido Revolución Democrática (RD);2018;Abr - Jun;Aprobación Reglamento;Consejo General;Acta;Aprobación Reglamento;0;19/05/2018;Aprobación Reglamento Frente Estudiantil;https://drive.google.com/file/d/1b_Yk8BQ3hyKbaVoGNwqVXao-w_W9VdB1/view?usp=sharing
PP029;Partido Revolución Democrática (RD);2018;Jul - Sep;Modificación Reglamento;Consejo General;Acta;Modificación Reglamento;0;19/07/2018;Aprobación Modificación Reglamento Orgánico Interno (art. 106, 113, 114, 4, 6 y 125);https://drive.google.com/file/d/1tReJRSyiU9fu9eZif_sOo8lXOhhAdqmN/view?usp=sharing
PP029;Partido Revolución Democrática (RD);2018;Jul - Sep;Adecuación Estatuto;Consejo General;Acta;Adecuación Estatuto;0;30/07/2018;Aprobación Adecuación Estatuto 2017 a Observaciones de SERVEL;https://drive.google.com/file/d/1-lKe1BQXptqgG0LmslyOJzfBopW31Lne/view?usp=sharing
PP029;Partido Revolución Democrática (RD);2018;Oct - Dic;Sin información;Consejo General;Acta;Adecuación Estatuto 2017 y Declaración de Principios;0;12-11-2018;Aprobación de la Adecuación del Estatuto 2017 y de la Declaración de Principios a las Observaciones de SERVEL;https://drive.google.com/file/d/1sOHAiJ7QU8_7DWdLOv6lyZG3Psvs6Cqv/view?usp=sharing
PP029;Partido Revolución Democrática (RD);2018;Oct - Dic;Sin información;Consejo General;Acta;Aprobación Balance 2017;0;30-11-2018;Aprobación de nueva versión del Balance 2017;https://drive.google.com/file/d/1RgtLOth2bibRCRqfaG6fMyqQkTHgU5NI/view?usp=sharing
PP029;Partido Revolución Democrática (RD);2018;Oct - Dic;Sin información;Consejo General;Acta;Reforma Estatuto 2017;0;10-12-2018;Aprobación de Reforma al Estatuto 2017 sobre fortalecimiento de Tribunales, para someter a referéndum de militancia;https://drive.google.com/file/d/1PngB5j2HIaJh_NoU7WWEHHP79ei9znE8/view?usp=sharing
PP029;Partido Revolución Democrática (RD);2019;Ene - Mar;Sin información;Consejo General;Acta;Adecuación Estatuto 2017, ajuste RIE y ratificación del TS;0;22/02/2019;Adecuación Estatuto 2017, ajuste RIE por renovación parcial del Tribunal Supremo y ratificación de integrantes del TS;https://drive.google.com/file/d/1iOJCSGjPLpEKRcUyyNGdIugO2-pNyNgt/view?usp=sharing
PP030;Partido Ciudadanos;2019;Enero - Marzo;I;Consejo Nacional;Acuerdo;Sesión extraordinaria;CN-2019-0001;26-01-2019;Designa a Paola Cabezas Zúñiga como integrante del Tribunal Supremo;https://archivo.partidociudadanos.cl/Acuerdos%20Consejo%20Nacional/20190126.pdf
PP030;Partido Ciudadanos;2019;Enero - Marzo;I;Consejo Nacional;Acuerdo;Sesión extraordinaria;CN-2019-0002;26-01-2019;Otorga un voto de confianza a la Directiva Nacional como indica;https://archivo.partidociudadanos.cl/Acuerdos%20Consejo%20Nacional/20190126.pdf
PP030;Partido Ciudadanos;2019;Enero - Marzo;I;Consejo Nacional;Acuerdo;Sesión extraordinaria;CN-2019-0003;26-01-2019;Instruye a que la Directiva Nacional priorice las conversaciones que indica;https://archivo.partidociudadanos.cl/Acuerdos%20Consejo%20Nacional/20190126.pdf
PP030;Partido Ciudadanos;2019;Enero - Marzo;I;Consejo Nacional;Acuerdo;Sesión extraordinaria;CN-2019-0004;26-01-2019;Aprueba el reglamento interno que establece un protocolo contra la discriminación, la violencia de género, el acoso y el abuso sexual;https://archivo.partidociudadanos.cl/Acuerdos%20Consejo%20Nacional/20190126.pdf
PP030;Partido Ciudadanos;2019;Enero - Marzo;I;Consejo Nacional;Acuerdo;Sesión extraordinaria;CN-2019-0005;26-01-2019;Solicita lo que indica a los integrantes del Tribunal Supremo;https://archivo.partidociudadanos.cl/Acuerdos%20Consejo%20Nacional/20190126.pdf
PP030;Partido Ciudadanos;2019;Enero - Marzo;I;Consejo Nacional;Acuerdo;Sesión extraordinaria;CN-2019-0006;26-01-2019;Insta a las Directivas Regionales a realizar las actividades que indica;https://archivo.partidociudadanos.cl/Acuerdos%20Consejo%20Nacional/20190126.pdf
PP030;Partido Ciudadanos;2019;Abril - Junio;I;Consejo Nacional;Acuerdo;Sesión extraordinaria;CN-2019-0007;04-05-2019;Estima conveniente determinado mecanismo para reemplazo de miembros de la Directiva Nacional con inhabilidades permanentes;https://archivo.partidociudadanos.cl/Acuerdos%20Consejo%20Nacional/20190504.pdf
PP030;Partido Ciudadanos;2019;Abril - Junio;I;Consejo Nacional;Acuerdo;Sesión ordinaria;CN-2019-0008;13-06-2019;Aprueba balance anual de la administración de los bienes del partido;https://archivo.partidociudadanos.cl/Acuerdos%20Consejo%20Nacional/20190613.pdf
PP030;Partido Ciudadanos;2018;Octubre - Diciembre;I;Consejo Nacional;Acuerdo;Sesión extraordinaria;N/A;19-10-2018;Designación de integrantes del Tribunal Supremo;https://partidociudadanos.cl/archivo/Acuerdos%20Consejo%20Nacional/20181019.pdf
PP030;Partido Ciudadanos;2019;Abril - Junio;I;Consejo Regional del Maule;Acuerdo;Sesión extraordinaria;N/A;26-06-2019;Suple vacancias en la Directiva Regional respectiva;https://archivo.partidociudadanos.cl/Acuerdos%20Consejos%20Regionales/Consejo%20Regional%20del%20Maule/20190626.pdf
PP030;Partido Ciudadanos;2019;Abril - Junio;I;Consejo Regional de Aysén del General Carlos Ibáñez del Campo;Acuerdo;Sesión extraordinaria;N/A;26-06-2019;Suple vacancias en la Directiva Regional respectiva;https://archivo.partidociudadanos.cl/Acuerdos%20Consejos%20Regionales/Consejo%20Regional%20de%20Ays%C3%A9n%20del%20General%20Carlos%20Ib%C3%A1%C3%B1ez%20del%20Campo/20190626.pdf
PP030;Partido Ciudadanos;2018;Octubre - Diciembre;I;Consejo Regional de Antofagasta;Acuerdo;Sesión ordinaria;N/A;18-10-2018;Elección de Consejeros Nacionales de la región respectiva;https://partidociudadanos.cl/archivo/Acuerdos%20Consejos%20Regionales/Consejo%20Regional%20de%20Antofagasta/20181018.pdf
PP030;Partido Ciudadanos;2018;Octubre - Diciembre;I;Consejo Regional de Arica y Parinacota;Acuerdo;Sesión ordinaria;N/A;19-10-2018;Elección de Consejeros Nacionales de la región respectiva;https://partidociudadanos.cl/archivo/Acuerdos%20Consejos%20Regionales/Consejo%20Regional%20de%20Arica%20y%20Parinacota/20181019-1.pdf
PP030;Partido Ciudadanos;2018;Octubre - Diciembre;I;Consejo Regional de Arica y Parinacota;Acuerdo;Sesión extraordinaria;N/A;19-10-2018;Designación de integrantes del Tribunal Regional respectivo;https://partidociudadanos.cl/archivo/Acuerdos%20Consejos%20Regionales/Consejo%20Regional%20de%20Arica%20y%20Parinacota/20181019-2.pdf
PP030;Partido Ciudadanos;2018;Octubre - Diciembre;I;Consejo Regional de Aysén del General Carlos Ibáñez del Campo;Acuerdo;Sesión extraordinaria;N/A;19-10-2018;Designación de integrantes del Tribunal Regional respectivo;https://partidociudadanos.cl/archivo/Acuerdos%20Consejos%20Regionales/Consejo%20Regional%20de%20Ays%c3%a9n%20del%20General%20Carlos%20Ib%c3%a1%c3%b1ez%20del%20Campo/20181019.pdf
PP030;Partido Ciudadanos;2018;Octubre - Diciembre;I;Consejo Regional de Los Lagos;Acuerdo;Sesión ordinaria;N/A;19-10-2018;Elección de Consejeros Nacionales de la región respectiva;https://partidociudadanos.cl/archivo/Acuerdos%20Consejos%20Regionales/Consejo%20Regional%20de%20Los%20Lagos/20181019.pdf
PP030;Partido Ciudadanos;2018;Octubre - Diciembre;I;Consejo Regional de Los Ríos;Acuerdo;Sesión ordinaria;N/A;19-10-2018;Elección de Consejeros Nacionales de la región respectiva;https://partidociudadanos.cl/archivo/Acuerdos%20Consejos%20Regionales/Consejo%20Regional%20de%20Los%20R%c3%ados/20181019.pdf
PP030;Partido Ciudadanos;2018;Octubre - Diciembre;I;Consejo Regional de Valparaíso;Acuerdo;Sesión ordinaria;N/A;19-10-2018;Elección de Consejeros Nacionales de la región respectiva;https://partidociudadanos.cl/archivo/Acuerdos%20Consejos%20Regionales/Consejo%20Regional%20de%20Valpara%c3%adso/20181019.pdf
PP030;Partido Ciudadanos;2018;Octubre - Diciembre;I;Consejo Regional del Maule;Acuerdo;Sesión ordinaria;N/A;19-10-2018;Elección de Consejeros Nacionales de la región respectiva;https://partidociudadanos.cl/archivo/Acuerdos%20Consejos%20Regionales/Consejo%20Regional%20del%20Maule/20181019.pdf
PP030;Partido Ciudadanos;2018;Octubre - Diciembre;I;Consejo Regional de Antofagasta;Acuerdo;Sesión extraordinaria;N/A;20-10-2018;Designación de integrantes del Tribunal Regional respectivo;https://partidociudadanos.cl/archivo/Acuerdos%20Consejos%20Regionales/Consejo%20Regional%20de%20Antofagasta/20181020.pdf
PP030;Partido Ciudadanos;2018;Octubre - Diciembre;I;Consejo Regional de Aysén del General Carlos Ibáñez del Campo;Acuerdo;Sesión ordinaria;N/A;20-10-2018;Elección de Consejeros Nacionales de la región respectiva;https://partidociudadanos.cl/archivo/Acuerdos%20Consejos%20Regionales/Consejo%20Regional%20de%20Ays%c3%a9n%20del%20General%20Carlos%20Ib%c3%a1%c3%b1ez%20del%20Campo/20181020.pdf
PP030;Partido Ciudadanos;2018;Octubre - Diciembre;I;Consejo Regional de Tarapacá;Acuerdo;Sesión ordinaria;N/A;20-10-2018;Elección de Consejeros Nacionales de la región respectiva;https://partidociudadanos.cl/archivo/Acuerdos%20Consejos%20Regionales/Consejo%20Regional%20de%20Tarapac%c3%a1/20181020.pdf
PP030;Partido Ciudadanos;2018;Octubre - Diciembre;I;Consejo Regional de Los Lagos;Acuerdo;Sesión extraordinaria;N/A;26-10-2018;Designación de integrantes del Tribunal Regional respectivo;https://partidociudadanos.cl/archivo/Acuerdos%20Consejos%20Regionales/Consejo%20Regional%20de%20Los%20Lagos/20181026.pdf
PP030;Partido Ciudadanos;2018;Octubre - Diciembre;I;Consejo Regional de Los Ríos;Acuerdo;Sesión extraordinaria;N/A;26-10-2018;Designación de integrantes del Tribunal Regional respectivo;https://partidociudadanos.cl/archivo/Acuerdos%20Consejos%20Regionales/Consejo%20Regional%20de%20Los%20R%c3%ados/20181026.pdf
PP030;Partido Ciudadanos;2018;Octubre - Diciembre;I;Consejo Regional de Tarapacá;Acuerdo;Sesión extraordinaria;N/A;26-10-2018;Designación de integrantes del Tribunal Regional respectivo;https://partidociudadanos.cl/archivo/Acuerdos%20Consejos%20Regionales/Consejo%20Regional%20de%20Tarapac%c3%a1/20181026.pdf
PP030;Partido Ciudadanos;2018;Octubre - Diciembre;I;Consejo Regional de Valparaíso;Acuerdo;Sesión extraordinaria;N/A;26-10-2018;Designación de integrantes del Tribunal Regional respectivo;https://partidociudadanos.cl/archivo/Acuerdos%20Consejos%20Regionales/Consejo%20Regional%20de%20Valpara%c3%adso/20181026.pdf
PP030;Partido Ciudadanos;2018;Octubre - Diciembre;I;Consejo Regional del Maule;Acuerdo;Sesión extraordinaria;N/A;26-10-2018;Designación de integrantes del Tribunal Regional respectivo;https://partidociudadanos.cl/archivo/Acuerdos%20Consejos%20Regionales/Consejo%20Regional%20del%20Maule/20181026.pdf
PP030;Partido Ciudadanos;2019;Abril - Junio;I;Tribunal Supremo;Resolución;Resoluciones del Tribunal Supremo;TS-2019-0001;20-06-2019;Aplica sanción sobre afiliado;https://archivo.partidociudadanos.cl/Acuerdos%20Tribunal%20Supremo/20190620.pdf
PP030;Partido Ciudadanos;2019;Abril - Junio;I;Tribunal Supremo;Resolución;Resoluciones del Tribunal Supremo;TS-2019-0002;24-06-2019;Interpeta los estatutos en su regulación sobre vacancias en órganos del partido;https://archivo.partidociudadanos.cl/Acuerdos%20Tribunal%20Supremo/20190624.pdf
PP030;Partido Ciudadanos;2018;Julio - Septiembre;I;Tribunal Supremo;Resolución;Resoluciones del Tribunal Supremo;N/A;21-09-2018;Calificación y proclamación de las elecciones;https://archivo.partidociudadanos.cl/Acuerdos%20Tribunal%20Supremo/20180921.pdf
PP030;Partido Ciudadanos;2018;Octubre - Diciembre;I;Tribunal Supremo;Resolución;Resoluciones del Tribunal Supremo;N/A;03-11-2018;Confirmación de la constitución de los órganos internos del partido;https://partidociudadanos.cl/archivo/Acuerdos%20Tribunal%20Supremo/20181103.pdf
PP030;Partido Ciudadanos;2018;Octubre - Diciembre;I;Tribunal Supremo;Resolución;Resoluciones del Tribunal Supremo;001-2018;10-12-2018;Elección de los cargos internos del Tribunal Supremo;https://partidociudadanos.cl/archivo/Acuerdos%20Tribunal%20Supremo/20181210.pdf
PP030;Partido Ciudadanos;2019;Enero - Marzo;I;Secretaría General;Resolución;Resolución del Secretario General;N/A;16-01-2019;Designa prosecretario a Patricio Andrés Sainz Reyes;https://archivo.partidociudadanos.cl/Otros%20Acuerdos/20190116%20Resoluci%C3%B3n%20designaci%C3%B3n%20de%20prosecretario.pdf
PP031;Partido Todos;2017;Enero - Marzo;I;Or. Intermedio Colegiado;Asamblea;Acuerdo Cambio directiva;1;20-03-2016;Cambio de directiva central y organos;https://drive.google.com/open?id=0B66m3nPOrNUSUTdsMy1YaGlGbGc
PP033;Partido Amplitud;2017;Jul - Sep;I;Consejo General;Acuerdo;Apoyo partido Elecciones Presidenciales;N/A;08-07-2017;En su Consejo General, y por el 95% de los votos de sus Consejeros Regionales, el partido Amplitud decide apoyar la candidatura Presidencial del ex Presidente Sebastián Piñera.;http://www.amplitud-chile.cl/?p=8766&preview=true
PP033;Partido Amplitud;2017;Jul - Sep;I;Consejo General;Acuerdo;Aprobación candidatos elecciones 2017;N/A;03-06-2017;en su Consejo General, Amplitud presentó y aprobó a sus candidatos al Congreso y a los Consejo Regionales, para las elecciones de noviembre del 2017;http://www.amplitud-chile.cl/actividades/acta-consejo-general-3-de-junio-del-2017/
PP033;Partido Amplitud;2017;Oct - Dic;I;Comisión Política Ampliada;Acuerdo;Determinación no fusión otros partidos;N/A;19-12-2017;La Comisión Política de Amplitud determinó que el partido no se fusionará con otra colectividad, y que felicita al Presidente Sebastiánsa-futuro-politico-de-amplitud/
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Abr - Jun;Sin información;Consejo General;Convención Nacional;Convención Nacional;VI;05-04-2019;Acta de aprobación de aprobación balance 2018 y vacantes del tribunal supremo;http://www.federacionregionalistaverdesocial.cl/wp-content/uploads/2019/04/ACTA-CONSEJO-GENERAL-FREVS-05abril19-transcripcion.pdf
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Ene - Mar;-;-;-;No existen Acuerdos en el periodo señalado;-;-;-;https://federacionregionalistaverdesocial.cl
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Oct - Dic;-;-;-;No existen Acuerdos en el periodo señalado;-;-;-;https://federacionregionalistaverdesocial.cl
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Jul - Sep;-;-;-;No existen Acuerdos en el periodo señalado;-;-;-;https://federacionregionalistaverdesocial.cl
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abr - Jun;-;Consejo General;Convención Nacional;Convención Nacional;V;06-05-2018;Acta de aprobación reglamento de eleciones internas/ vacantes Tribunal Supremo;http://www.federacionregionalistaverdesocial.cl/wp-content/uploads/2018/12/ACTA-CONS-GENERAL-PART-FED-REG-VERDE-SOCIAL-06.MAYO-2018.pdf
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Ene - Mar;-;-;-;No existen Acuerdos en el periodo señalado;-;-;-;https://federacionregionalistaverdesocial.cl
PP034;Partido Federación Regionalista Verde Social (FREVS);2017;Oct - Dic;-;-;-;No existen Acuerdos en el periodo señalado;-;-;-;https://federacionregionalistaverdesocial.cl
PP034;Partido Federación Regionalista Verde Social (FREVS);2017;Jul - Sep;I;Consejo General;Acuerdo;Acta de Aprobación Pacto Electoral y Candidatos Elecciones 2017;I;12-08-2017;Acta de Aprobación Pacto Electoral y Candidatos Elecciones 2017;http://www.federacionregionalistaverdesocial.cl/wp-content/uploads/2018/12/acuerdos_de_los_organos_intermedios_colegiados_regionales.pdf
PP046;Partido Pais;2017;Jul - Sep;Elección de directiva y candidatos;Consejo Nacional;Acta;Acuerdos del Consejo Nacional;1;06/08/2017;Acuerdos adoptados por el Consejo Nacional;http://www.partidopais.cl/acta-consejo-general/
PP046;Partido Pais;2017;Oct - Dic;Elecciones 2017;Consejo Nacional;Acta;Acuerdos del Consejo Nacional;2;25/11/2017;Acuerdos adoptados por el Consejo Nacional;http://www.partidopais.cl/wp-content/uploads/2017/12/acta_consejo_general_partido_pais-25_nov_2017.pdf
PP046;Partido Pais;2017;Oct - Dic;Fusión del Partido;Consejo Nacional;Acta;Acuerdos del Consejo Nacional;3;15/12/2017;Acuerdos adoptados por el Consejo Nacional;http://www.partidopais.cl/wp-content/uploads/2017/12/acta-consejo-general-pais_15-dic-2017.pdf
PP046;Partido Pais;2017;Oct - Dic;Fusión del Partido;Consejo Nacional;Acta;Acuerdos del Consejo Nacional;4;27/12/2017;Acuerdos adoptados por el Consejo Nacional;http://www.partidopais.cl/wp-content/uploads/2017/12/acta-consejo-genral-partido-pais_27-dic-2017.pdf
PP047;Partido de Trabajadores Revolucionarios;2017;Jul - Sep;Elección Interna;Directiva Central Provisoria;Acuerdo;Elección interna;0;08-08-2017;Presentación de candidaturas;http://ptr.cl/wp-content/uploads/2017/10/Acta-Reunión-Consejo-General-PTR-Proclamación-Candidaturas-8-8-2017.pdf
PP052;Partido Pais Progresista;2019;Abr - Jun;II;CONSEJO FEDERAL;Acta;ACTA CONSEJO FEDERAL;2;27/04/2019;acuerdos adoptados varios más aprobación del Balance;https://www.progresistas.cl/wp-content/uploads/2019/07/Acta-Consejo-Federal.pdf
PP052;Partido Pais Progresista;2018,Oct - Dic,I,CONSEJO FEDERAL,Acta,ACTA CONSEJO FEDERAL,1,30/10/2018,acuerdos adoptados para cambio de estatutos,http://www.progresistas.cl/wp-content/uploads/2019/01/ACTA-FEDERAL-1.pdf,,2018;Oct - Dic;I;CONSEJO FEDERAL;Acta;ACTA CONSEJO FEDERAL;1;43403;acuerdos adoptados para cambio de estatutos;http://www.progresistas.cl/wp-content/uploads/2019/01/ACTA-FEDERAL-1.pdf
